1742117237000,5285926325,0,32064642,1,280,0,9,0.063,0.006,0.000,0
1742117237000,6251537638,861,3313055599,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,1791,478267324,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,840,1094605,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,905,422080,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,1031,8055700,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,1334,1326697,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,1945,4081219342,4,328,0,2,0.025,0.080,0.000,1
1742117237000,6251537638,1398,567763,4,328,0,2,0.025,0.080,0.000,1
1742117238000,515042969,2,4304160876,1,24,2,0,0.016,0.016,0.000,0
1742117238000,6251537638,1061,255797162,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,1779,226149974,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,444,1302506,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,520,765557,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,2015,711701,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,989,4566447404,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,562,2197654082,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,118,317477915,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,1912,4477478606,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,672,17014373,4,328,0,2,0.025,0.080,0.000,1
1742117238000,6251537638,402,6565184,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1128,854763606,4,328,0,2,0.025,0.080,0.000,1
1742117239000,515042969,6,-1,5,24,2,0,0.016,0.016,0.000,0
1742117239000,515042969,6,-1,0,24,2,0,0.016,0.016,0.000,0
1742117239000,6251537638,1316,6570711,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1586,2097406836,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1330,171449883,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1478,1777057173,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1326,6569649,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1348,6568164,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1700,766872189,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1277,6565167,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,1865,902367,4,328,0,2,0.025,0.080,0.000,1
1742117239000,6251537638,506,2851263,4,328,0,2,0.025,0.080,0.000,1
1742117240000,6250345153,878,294771763,3,501,0,0,0.069,0.012,0.000,0
1742117240000,6250345153,878,-1,0,501,0,0,0.069,0.012,0.000,0
1742117240000,6251537638,1723,70169725,4,328,0,2,0.025,0.080,0.000,1
1742117240000,6251639640,0,258716692,4,82,1,9,0.047,0.064,0.000,0
1742117240000,6251639646,0,-1,0,82,1,9,0.063,0.016,0.000,0
1742117240000,515042969,18,-1,5,24,2,0,0.016,0.016,0.000,0
1742117240000,515042969,18,-1,0,24,2,0,0.016,0.016,0.000,0
1742117240000,515042969,9,-1,5,24,2,0,0.016,0.016,0.000,0
1742117240000,515042969,9,-1,0,24,2,0,0.016,0.016,0.000,0
1742117240000,6251537638,798,336036862,4,328,0,2,0.025,0.080,0.000,1
1742117240000,515042969,10,-1,5,24,2,0,0.016,0.016,0.000,0
1742117240000,515042969,10,-1,0,24,2,0,0.016,0.016,0.000,0
