1746560847787,1000,595843,691876,1746560848119,1000,12
1746560847787,1001,1171819,93374315,1746560847890,1000,13
1746560847787,1002,479,700,1746560847891,1000,12
1746560847792,1003,1482355,1482633,1746560847930,1000,13
1746560847792,1004,28185,29368,1746560848091,1000,12
1746560847792,1005,20870,21128,1746560847884,1000,10
1746560847797,1006,53391232,54927229,1746560848005,1000,10
1746560847797,1007,42862520,42862690,1746560848131,1000,13
1746560847797,1008,2344,181973,1746560847956,1000,10
1746560847802,1009,112,99969808,1746560848114,1000,12
1746560847802,1010,1145702,1708573,1746560848053,1000,10
1746560847802,1011,64489,66516,1746560848069,1000,12
1746560847807,1012,183172,343246,1746560848089,1000,11
1746560847807,1013,27406,13220192,1746560848126,1000,14
1746560847807,1014,39800,43921884,1746560848108,1014,10
1746560847812,1015,2249,2394,1746560848000,1000,10
1746560847812,1016,2999,39276707,1746560847958,1000,13
1746560847812,1017,59186420,61876149,1746560848137,1000,11
1746560847817,1018,43889,3837697,1746560848068,1000,13
1746560847817,1019,30115,31565,1746560847943,1000,14
1746560847817,1020,55038900,55454370,1746560848060,1000,14
1746560847822,1021,4863643,4886679,1746560847995,1000,14
1746560847822,1022,98168,105530,1746560848035,1000,12
1746560847822,1023,200768,10426527,1746560848082,1000,11
1746560847827,1024,591439,591652,1746560847992,1000,13
1746560847827,1025,840,14157,1746560847911,1000,13
1746560847827,1026,200,34074120,1746560848069,1014,10
1746560847832,1027,67199616,67237860,1746560848079,1000,14
1746560847832,1028,338746,85665570,1746560848063,1002,13
1746560847832,1029,1022,1161,1746560847933,1004,10
1746560847837,1030,114,51973638,1746560847970,1019,14
1746560847837,1031,249,976,1746560847854,1000,10
1746560847837,1032,1022181,1022293,1746560847979,1016,10
1746560847842,1033,336,831734,1746560848053,1009,13
1746560847842,1034,826861,826976,1746560847896,1000,12
1746560847842,1035,2601542,20351526,1746560848138,1000,13
1746560847847,1036,141343,19978639,1746560847870,1010,12
1746560847847,1037,9327,2875202,1746560848021,1000,13
1746560847847,1038,1914,7099621,1746560848092,1000,11
1746560847852,1039,953,17651,1746560847929,1000,14
1746560847852,1040,123,38348743,1746560847903,1000,13
1746560847852,1041,2685008,2802651,1746560847877,1000,13
1746560847857,1042,2130526,2175379,1746560847895,1000,11
1746560847857,1043,13076,14074,1746560847924,1000,11
1746560847857,1044,4285,171173,1746560848065,1000,10
1746560847862,1045,17117,266248,1746560848016,1000,14
1746560847862,1046,3327,4236,1746560848081,1000,10
1746560847862,1047,9034220,9371718,1746560848081,1000,10
1746560847867,1048,2064,45653,1746560848086,1000,14
1746560847867,1049,109682,144424,1746560848132,1000,13
1746560847867,1050,36932080,36932504,1746560848061,1005,14
1746560847872,1051,957,1648,1746560848176,1000,13
1746560847872,1052,8145500,8145753,1746560848173,1000,10
1746560847872,1053,2407800,2418829,1746560847898,1015,13
1746560847877,1054,24496,2803805,1746560848141,1000,11
1746560847877,1055,260,24028452,1746560847976,1000,14
1746560847877,1056,29972,974570,1746560847930,1000,14
1746560847882,1057,5055,1281293,1746560848130,1000,10
1746560847882,1058,1367,2064,1746560847971,1012,10
1746560847882,1059,46944,93484496,1746560847906,1023,14
1746560847887,1060,7515238,95735734,1746560848019,1000,14
1746560847887,1061,1269,14074,1746560848072,1003,10
1746560847887,1062,1241,162869,1746560848107,1018,13
1746560847892,1063,13040,6469475,1746560847896,1015,11
1746560847892,1064,33910336,33912544,1746560847956,1023,12
1746560847892,1065,54188808,54198414,1746560848165,1000,10
1746560847897,1066,78665856,78665971,1746560848192,1000,14
1746560847897,1067,25276176,25278695,1746560848155,1000,10
1746560847897,1068,128,8197612,1746560848231,1027,13
1746560847902,1069,422,21468908,1746560847965,1000,14
1746560847902,1070,9938,10195,1746560848175,1000,13
1746560847902,1071,2206916,2207540,1746560847920,1000,14
1746560847907,1072,66384,68707,1746560848123,1000,11
1746560847907,1073,57584664,57602445,1746560848233,1000,13
1746560847907,1074,3496442,43238454,1746560848042,1000,10
1746560847912,1075,9405730,9563362,1746560848178,1000,13
1746560847912,1076,6153,6729,1746560847930,1000,10
1746560847912,1077,2309,331893,1746560848122,1000,10
1746560847917,1078,64564,81325,1746560847939,1000,14
1746560847917,1079,4689488,4693905,1746560848056,1035,13
1746560847917,1080,513,1523101,1746560848246,1010,13
1746560847922,1081,31048,31888,1746560848143,1000,11
1746560847922,1082,108,12916,1746560848072,1000,11
1746560847922,1083,12854,52022,1746560848232,1019,11
1746560847927,1084,463117,468539,1746560848074,1025,13
1746560847927,1085,44552,45865,1746560848050,1000,13
1746560847927,1086,64796152,96845508,1746560848121,1000,10
1746560847932,1087,13068858,13853988,1746560848242,1000,14
1746560847932,1088,5443533,5443658,1746560848250,1000,12
1746560847932,1089,162681,166604,1746560848156,1000,13
1746560847937,1090,21585980,25532990,1746560848131,1000,14
1746560847937,1091,27281,1400102,1746560848102,1000,10
1746560847937,1092,1713830,1762043,1746560848098,1000,14
1746560847942,1093,18690410,56982822,1746560848231,1035,14
1746560847942,1094,28104772,32146121,1746560848109,1000,12
1746560847942,1095,27609,27822,1746560847954,1000,14
1746560847947,1096,553,449655,1746560848218,1000,10
1746560847947,1097,1561728,2499832,1746560848129,1000,12
1746560847947,1098,321462,4940513,1746560848254,1000,10
1746560847952,1099,26801,47009293,1746560848128,1000,12
1746560847952,1100,3432,4787,1746560848098,1000,11
1746560847952,1101,951,31932,1746560848125,1000,13
1746560847957,1102,20435542,20437663,1746560848216,1000,11
1746560847957,1103,10533,2644368,1746560848137,1000,12
1746560847957,1104,484890,1704833,1746560848078,1000,10
1746560847962,1105,5181,6461,1746560848030,1008,12
1746560847962,1106,4726,28752,1746560848211,1001,13
1746560847962,1107,712226,825512,1746560848075,1014,11
1746560847967,1108,9401755,9403219,1746560848283,1000,12
1746560847967,1109,4241,1059847,1746560848019,1005,14
1746560847967,1110,285040,3834777,1746560848022,1000,12
1746560847972,1111,9093,6320776,1746560848074,1000,12
1746560847972,1112,111,99084463,1746560848236,1000,11
1746560847972,1113,22152476,22243232,1746560848276,1038,10
1746560847977,1114,4553,5424,1746560848088,1000,14
