1746560847787,1000,1001,73134520
1746560847788,1000,1001,1940
1746560847788,1000,1001,2419091
1746560847788,1000,1001,43672280
1746560847788,1000,1001,499920
1746560847788,1000,1007,12655
1746560847788,1000,1010,235
1746560847788,1001,1004,96533552
1746560847788,1004,1001,3992
1746560847788,1008,1002,28953332
1746560847788,1012,1003,19269
1746560847789,1000,1001,373
1746560847789,1000,1001,522439
1746560847789,1000,1002,322
1746560847789,1000,1003,647009
1746560847789,1001,1008,34546
1746560847789,1003,1001,89027544
1746560847789,1006,1001,333841
1746560847789,1007,1001,242
1746560847789,1009,1001,209960
1746560847789,1012,1001,71083760
1746560847790,1000,1001,13982877
1746560847790,1000,1001,14909
1746560847790,1000,1001,28676694
1746560847790,1000,1003,9353
1746560847790,1000,1004,2349
1746560847790,1000,1006,1433650
1746560847790,1001,1001,84935
1746560847790,1003,1001,42953
1746560847790,1011,1001,5255
1746560847790,1011,1009,12201
1746560847791,1000,1001,1930913
1746560847791,1000,1001,3999
1746560847791,1000,1001,567581
1746560847791,1001,1001,222
1746560847791,1004,1001,2062
1746560847791,1006,1001,21659600
1746560847791,1006,1001,3414043
1746560847791,1009,1001,806
1746560847791,1010,1001,213
1746560847791,1012,1001,170060
1746560847792,1000,1001,10465998
1746560847792,1002,1001,190
1746560847792,1004,1000,783536
1746560847792,1010,1002,2092
1746560847792,1012,1001,3378476
1746560847792,1012,1001,3633428
1746560847793,1000,1001,1269
1746560847793,1000,1001,128
1746560847793,1000,1001,134003
1746560847793,1000,1001,148331
1746560847793,1000,1001,366
1746560847793,1000,1001,506
1746560847793,1000,1001,507766
1746560847793,1000,1004,92441
1746560847793,1002,1001,76975
1746560847793,1003,1005,1362
1746560847794,1000,1001,15183
1746560847794,1000,1001,1530723
1746560847794,1000,1001,2428
1746560847794,1000,1001,461574
1746560847794,1000,1001,5023
1746560847794,1000,1001,884
1746560847794,1000,1010,245
1746560847794,1004,1001,5760983
1746560847794,1008,1001,5674209
1746560847794,1013,1004,13868
1746560847795,1000,1000,8084477
1746560847795,1000,1001,1117
1746560847795,1000,1001,11929546
1746560847795,1000,1001,19946192
1746560847795,1000,1001,42172
1746560847795,1000,1001,4227
1746560847795,1000,1001,438
1746560847795,1000,1001,6468626
1746560847795,1004,1001,884890
1746560847795,1006,1001,1341
1746560847796,1000,1001,204
1746560847796,1000,1001,225
1746560847796,1000,1001,3602337
1746560847796,1000,1001,489798
1746560847796,1000,1001,6784342
1746560847796,1000,1001,77546
1746560847796,1001,1001,444
1746560847796,1003,1001,1546
1746560847796,1004,1010,457408
1746560847796,1007,1001,204
1746560847797,1000,1001,2397107
1746560847797,1000,1001,75764
1746560847797,1000,1001,9940
1746560847797,1002,1001,15324
1746560847797,1012,1001,36384980
1746560847797,1014,1005,1447590
1746560847798,1000,1001,16926
1746560847798,1000,1001,20777
1746560847798,1000,1001,51380
1746560847798,1000,1010,9011128
1746560847798,1005,1001,205
1746560847798,1007,1001,2790
1746560847798,1010,1001,112
1746560847798,1012,1001,3640780
1746560847798,1014,1003,4863
1746560847798,1016,1001,8499461
1746560847799,1000,1001,107643
1746560847799,1000,1001,30631206
1746560847799,1000,1001,740834
1746560847799,1000,1001,867
1746560847799,1000,1010,1596083
1746560847799,1005,1001,60270
1746560847799,1009,1001,242
1746560847799,1012,1001,108303
1746560847799,1014,1001,28588700
1746560847799,1018,1001,5422214
1746560847800,1000,1000,45288780
1746560847800,1000,1001,17628
1746560847800,1000,1001,3848622
1746560847800,1000,1003,181919
1746560847800,1000,1006,266
1746560847800,1004,1002,4040
1746560847800,1006,1004,34874
1746560847800,1007,1001,1854890
1746560847800,1012,1001,6612576
1746560847800,1018,1003,1910
1746560847801,1000,1001,24150306
1746560847801,1000,1001,310
1746560847801,1000,1001,5796
1746560847801,1000,1001,937
1746560847801,1000,1001,9390293
1746560847801,1004,1008,75710
1746560847801,1012,1001,3084863
1746560847801,1015,1011,295478
1746560847801,1018,1001,13749
1746560847801,1018,1003,2788
1746560847802,1000,1001,34648
1746560847802,1000,1001,610267
1746560847802,1002,1001,26969146
1746560847802,1010,1001,1990310
1746560847802,1015,1005,1536
1746560847802,1016,1001,216
1746560847803,1000,1001,128951
1746560847803,1000,1001,2070048
1746560847803,1000,1001,2471
1746560847803,1000,1001,27489
1746560847803,1000,1001,7514124
1746560847803,1000,1005,11839874
1746560847803,1000,1009,178014
1746560847803,1001,1001,18570
1746560847803,1006,1001,68783896
1746560847803,1016,1001,251960
1746560847804,1000,1001,173315
1746560847804,1000,1001,20854330
1746560847804,1000,1001,384577
1746560847804,1000,1001,41830528
1746560847804,1000,1011,497
1746560847804,1004,1001,24708
1746560847804,1005,1001,77725
1746560847804,1010,1001,150165
1746560847804,1010,1001,6662153
1746560847804,1020,1001,82266
1746560847805,1000,1001,15732902
1746560847805,1000,1001,22567560
1746560847805,1000,1001,325
1746560847805,1000,1001,35631656
1746560847805,1000,1001,60120448
1746560847805,1002,1001,2006
1746560847805,1003,1001,3018775
1746560847805,1008,1001,451520
1746560847805,1010,1001,1110
1746560847805,1018,1001,114741
1746560847806,1000,1001,1379363
1746560847806,1000,1001,1927207
1746560847806,1000,1001,389
1746560847806,1000,1001,470
1746560847806,1000,1009,45704336
1746560847806,1007,1001,25489908
1746560847806,1015,1001,51922
1746560847806,1015,1001,86997160
1746560847806,1017,1005,109
1746560847806,1021,1001,190
1746560847807,1000,1001,205582
1746560847807,1000,1009,242606
1746560847807,1002,1001,702
1746560847807,1006,1006,1394752
1746560847807,1008,1001,12584
1746560847807,1021,1001,332
1746560847808,1000,1001,1161618
1746560847808,1000,1001,7016
1746560847808,1000,1001,8762
1746560847808,1000,1001,948812
1746560847808,1000,1001,9767
1746560847808,1000,1007,46834728
1746560847808,1000,1012,47512
1746560847808,1009,1001,121
1746560847808,1011,1001,27063176
1746560847808,1023,1001,38609336
1746560847809,1000,1001,1196
1746560847809,1000,1001,28477
1746560847809,1000,1001,41173008
1746560847809,1000,1001,60199
1746560847809,1000,1001,606
1746560847809,1000,1001,743
1746560847809,1000,1007,1179
1746560847809,1000,1012,16552
1746560847809,1005,1001,22734038
1746560847809,1024,1014,3864886
1746560847810,1000,1001,104312
1746560847810,1000,1001,1801
1746560847810,1000,1001,18449
1746560847810,1000,1001,2636375
1746560847810,1000,1001,827906
1746560847810,1000,1012,18818904
1746560847810,1005,1001,7192569
1746560847810,1015,1001,5591086
1746560847810,1018,1001,88368
1746560847810,1018,1010,65611
1746560847811,1000,1001,125
1746560847811,1000,1001,4834430
1746560847811,1000,1001,577
1746560847811,1000,1013,105193
1746560847811,1003,1001,2701
1746560847811,1004,1001,1392
1746560847811,1010,1000,421341
1746560847811,1011,1001,629319
1746560847811,1015,1001,218
1746560847811,1024,1005,115152
1746560847812,1000,1000,231158
1746560847812,1000,1001,4104577
1746560847812,1000,1001,44448264
1746560847812,1002,1001,7438
1746560847812,1003,1001,46252
1746560847812,1017,1001,2144
1746560847813,1000,1001,188580
1746560847813,1000,1001,4469364
1746560847813,1000,1001,5533538
1746560847813,1000,1001,6897856
1746560847813,1000,1001,792441
1746560847813,1000,1004,642
1746560847813,1006,1001,458539
1746560847813,1008,1013,21559476
1746560847813,1015,1001,39751176
1746560847813,1026,1001,1004163
1746560847814,1000,1001,13583534
1746560847814,1000,1001,14722
1746560847814,1000,1001,360590
1746560847814,1000,1001,45872
1746560847814,1000,1001,787
1746560847814,1000,1001,9232497
1746560847814,1000,1009,809
1746560847814,1005,1001,4237089
1746560847814,1017,1001,40670200
1746560847814,1025,1001,6876
1746560847815,1000,1003,48775412
1746560847815,1000,1005,1439
1746560847815,1001,1001,1415166
1746560847815,1003,1001,209
1746560847815,1004,1001,9699
1746560847815,1007,1005,4202378
1746560847815,1010,1001,446852
1746560847815,1017,1001,72081744
1746560847815,1020,1001,3659
1746560847815,1027,1001,47000908
1746560847816,1000,1000,2615
1746560847816,1000,1001,228
1746560847816,1000,1001,520099
1746560847816,1000,1011,72957
1746560847816,1002,1001,316209
1746560847816,1003,1009,23149876
1746560847816,1008,1006,15391
1746560847816,1009,1007,204677
1746560847816,1022,1001,30731728
1746560847816,1027,1001,9166
1746560847817,1000,1001,13822872
1746560847817,1011,1001,17356
1746560847817,1012,1001,126
1746560847817,1015,1001,684259
1746560847817,1017,1001,538
1746560847817,1018,1001,106467
1746560847818,1000,1001,123
1746560847818,1000,1001,19283
1746560847818,1000,1001,648
1746560847818,1000,1001,92423240
1746560847818,1000,1001,9476716
1746560847818,1000,1004,404187
1746560847818,1001,1003,83587
1746560847818,1014,1008,303254
1746560847818,1019,1001,4020
1746560847818,1028,1001,16014
1746560847819,1000,1001,21747150
1746560847819,1000,1001,599
1746560847819,1000,1001,6869
1746560847819,1000,1001,6961
1746560847819,1000,1003,3114318
1746560847819,1007,1001,32016894
1746560847819,1016,1001,3343
1746560847819,1021,1001,2612
1746560847819,1028,1001,1303
1746560847819,1030,1001,37832176
1746560847820,1000,1000,378303
1746560847820,1000,1001,18916
1746560847820,1000,1001,82650
1746560847820,1000,1011,4776692
1746560847820,1000,1012,145683
1746560847820,1005,1001,11663
1746560847820,1025,1001,798
