6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,a9c2c7d6-b414-48d9-a2e7-2ead5a84be71,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,f266764b-ab0b-4817-b32a-510653984e2d,banner78,click,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,552cd6cd-cff8-4ba7-ab70-70aa341a57e6,banner78,purchase,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,9312a620-c320-4903-87e9-7007d408709e,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,a085f190-baca-4339-a344-76b97286d92a,banner78,click,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,39477443-2aef-4d57-b4f3-b66d77509d92,banner78,purchase,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,30e7e5bb-475c-4e6f-92e2-faf1332ef591,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,7239f508-b0a3-4208-aa4a-fc984f60ff4d,banner78,click,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,b90cf163-50f4-48ea-9043-02f1b88d6272,banner78,purchase,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,2ee42c2f-662a-4145-abff-53821da8eb1c,56114ae3-0b0a-4d7a-a6fc-ab82a498330c,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,fc82f32c-ee75-452a-9c54-5c94893e1c98,banner78,click,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,a248ce0f-a400-49b2-b946-af2370262f5d,banner78,purchase,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,ae83faf7-6334-4529-9ce2-ec73bfcbd4d1,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,b71b827f-0632-4a44-8bb3-8eb20439c45d,banner78,click,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,6e02ddf5-3597-47e0-be77-88fbd1255c45,banner78,purchase,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,a8ac0f67-af82-43d9-9d86-a14b652b3ddc,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,f39c9524-0595-4604-9d78-c3b296a31ec8,banner78,click,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,c70a9f21-8c04-40ab-be95-2dd7ddfe3e2e,banner78,purchase,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,4ac68ca9-293c-4943-acb4-8c7300bae02e,banner78,view,1748767469387,1.2.3.4
6aeb8019-020f-4a2f-a906-95f7ee5d3bda,a2a81a07-f9ee-4bd3-8e4f-e5e5af7c4899,8589bb40-5f7e-4dd2-9de4-aea92e76a3c5,aab70090-6688-42f5-ada8-58f230da4763,banner78,click,1748767469387,1.2.3.4
