1,457244,3153,3,0,1,327040329,10302985361489123532,8750927465183741521,4289551736,12270
2,604668,3528,3,0,2,3576727477,16312008819355295543,2086459630803228436,3884409826,58053
3,316899,2421,0,0,3,290301971,5775477036053598390,4844780137104194592,4173780307,45355
4,450652,2918,3,0,4,765190866,12942577480386148693,17763134655286350338,536909136,40266
5,814903,5915,0,0,5,138904743,17303221538199631837,9786483047111452368,818504476,55309
6,857426,3783,2,0,6,1732434150,14417306601808282124,3491011844874769016,2620192687,6435
7,633760,5615,0,0,7,4231318858,14300357246160164721,14876718529098354998,1850086246,42136
8,243517,9801,0,0,8,2287553810,13130526127455263033,1902322256300903035,577897609,5999
9,655172,5488,2,0,9,2921633281,9082820908331141236,3304373340307797246,2600254620,15523
10,822996,5013,2,1,10,540712563,1481298901186838756,2365189049319999361,2419793360,63925
11,157020,5266,1,0,11,1368444440,7309268582732163714,16452162421460132119,220097673,30024
12,176208,6118,1,0,12,2424851981,10669984515345915912,2693180853159683429,2124271360,63804
13,94707,8386,1,0,13,778086017,833493521435601464,11898203764598041078,3259413712,5381
14,397427,6465,3,0,14,2492064180,11466346294296004411,16009383722587896858,2820839692,54461
15,150485,7150,3,0,15,2093183794,10799902479588743219,12429343205532530444,1333717435,10576
16,356784,3355,1,0,16,3916612620,11734370400546599226,7478828191991278474,1637091623,4957
17,512955,7256,2,0,17,3250708458,4205373744246353795,6896678849731721426,1787010620,7356
18,910273,6043,2,0,18,246687836,13892294573225983316,916456826760215444,1083910800,19908
19,763615,9642,0,0,19,187006837,15187927012926168446,3450944517217710916,1167930857,4261
20,449449,1331,0,0,20,1572603252,11983224208578347415,111423405458564578,3340157245,17625
21,141250,3498,3,0,21,3067791300,12053063857701878954,2841597377029100856,1102406151,18128
22,431649,5908,2,1,22,362591140,17321397780149202217,17094067701453198642,1365765115,35526
23,263531,7193,3,0,23,1476057676,15568446834175520548,10654296168139585486,2438121533,51498
24,788617,4016,2,0,24,2841653131,10148861957726156224,1053418751526745113,2882868441,29769
25,634171,7603,1,0,25,2070645031,16411161897054256101,2544794015235664259,3117689707,3711
26,284618,6524,3,0,26,3801423817,11905618845747618615,3168521718896868045,1556037143,26952
27,427194,249,1,0,27,3664018989,10304188264372692595,12532423615229568622,3414627789,23797
28,748222,971,2,0,28,750812330,18061239348943449978,2915293224429112445,2232425715,50421
29,984514,3272,0,0,29,116095577,5529351789796711155,3773948654106374830,597929144,55989
30,21486,7547,3,1,30,243966838,13153126000984277784,15424180982522198716,3746397142,65498
31,265126,2453,1,1,31,831486427,7155976489400001094,677023730639600795,3266302608,47963
32,486142,7101,3,0,32,2673827421,6676107333708196726,7828775113554466813,3779358314,20826
33,638273,1780,1,0,33,3565723267,9393923377372213553,14470356324278591680,1052513580,39656
34,920057,3582,2,0,34,3756966300,10765521595587758407,10442848716010543084,630937217,8259
35,229151,8370,0,0,35,33008454,14728664393936104542,18163767765725714214,3700355474,35221
36,100557,3304,0,0,36,3973826653,10149621786794843274,9930150818316765076,3602542677,24454
37,895974,5712,0,0,37,2618290067,4185145928126470850,14523262121648607541,404728303,27100
38,801918,5623,2,0,38,3196816696,17078499346234003888,5072255055822583516,1421754456,22638
39,988104,7119,3,0,39,3722658574,5670675513157838483,6838458703512727258,3294519269,461
40,359822,659,2,1,40,3873437813,18289370420876873671,1450962093251966203,409669806,38001
41,828594,14,3,0,41,2351033790,5890690730021284858,14758263512558071024,2198808432,55993
42,359533,9265,2,0,42,1341437006,11823530120798961700,17997555259019193513,2427665248,45801
43,572676,5770,1,0,43,3191289419,1454344903767952883,14466296577530599662,1495097635,64483
44,701824,8509,1,0,44,550592793,4753209881794479121,1570282048159497288,3601462984,8193
45,534551,9978,3,0,45,2113384870,505020089494314781,16904777427263010881,1144948465,6462
46,516581,3016,1,0,46,2900366405,1212028341835010399,8760382066372600177,4124235487,3275
47,560344,3683,3,0,47,912931094,3925747135165020110,17609217296282866889,1108157756,14816
48,796871,4361,3,0,48,3171569864,10639906982101198333,10058964569773109296,152728645,39436
49,49547,3002,1,0,49,1475205510,4458502848566826852,16685989720635570179,1323928136,43630
50,198798,3411,2,0,50,846425497,8632885640901578386,18095184177592081583,4291048865,48561
51,684471,471,2,1,51,4025218338,16239528101025173206,4356582165137269246,3150029171,49672
52,268609,7958,3,2,52,669992835,11649539032840288668,15292117423266128211,830428111,43587
53,145246,5161,2,0,53,3120084108,2276250381615287034,12098272255738650567,541248647,54613
54,36697,7972,2,1,54,655758341,12255102457456800372,9230411529353621652,987981813,12903
55,77268,6148,3,0,55,3691342625,17002331595635078023,14453680046315022096,4258246533,47918
56,597557,7496,2,1,56,338841456,12881827587183935661,1183836873225956356,2012312315,47140
57,312398,9287,2,0,57,3813350202,965447064670762084,3540525980803993351,1351637130,51466
58,123315,7291,1,1,58,347013518,14197965687901578728,9431218755136685524,3753116117,46020
59,588801,7914,3,0,59,1379396162,9046977363219079270,15766934355309545162,624807535,55872
60,535322,1103,3,0,60,1592172075,15718960893850272538,11196565657405445794,3983047147,24378
61,719790,6972,2,0,61,1557815522,346920728526805171,5647807604624714958,2567917212,60921
62,32117,5880,3,0,62,2450980449,7459797502432437949,6897027556184808134,2443879399,29719
63,335422,1149,0,0,63,3949568646,8618011312426055169,8327909065692833767,199065192,34322
64,498843,2599,2,0,64,3931752580,14736975825192941694,6979213121112649987,3687290583,295
65,288513,4313,2,0,65,2054600758,13816027459556036594,8936330312017208429,1236619182,39487
66,662512,9576,2,0,66,2548569057,395574243540492952,1595986390701294253,3936996610,45980
67,464553,6256,3,0,67,2428885393,10204907588030220007,5390037631814811185,920992136,28594
68,346942,3406,2,0,68,3519577520,15443770803100255693,11706744044405968105,726382637,21780
69,410798,3806,3,0,69,1861752667,4104427031171280697,9847446549261468468,760807577,16319
70,249330,8925,3,2,70,3468857910,13870276357812748670,2230244232223168555,2597963336,11949
71,315111,7721,3,0,71,1553636263,1165665419450756382,4665880765050790309,2852419859,44651
72,452523,3038,0,0,72,4147152299,9510482437811180061,12114644208435662445,1096907188,33245
73,384666,9306,1,0,73,2843418789,13226489415991055231,13160082355243092081,199934118,40785
74,303702,2940,2,1,74,3646883629,10913408884803815710,16644024853636602959,3057741097,42571
75,480017,9779,2,1,75,1446479659,8089815614323365476,519731548488428969,1821835273,39204
76,977439,8628,0,0,76,3558570674,8771431996072739340,13187615499005332628,3038333799,57111
77,625120,6850,1,0,77,33787795,10622041927818822319,3330273792838292000,2370039615,32439
78,939247,7447,1,0,78,1546601132,8874946794253951766,12128507601926049663,564846488,1011
79,327168,9312,3,0,79,4273176388,13064357527561670262,1666539281534230126,958131198,39766
80,845760,6387,2,0,80,2090894290,1829581122469594064,17950970698196756064,916829365,1291
81,461300,7300,1,0,81,3003660331,10587209841260343577,12857123032414280193,514322556,54358
