1,941381,764,2,0,1,3611733608,527295893856094635,7052550297644785327,2333121113,52517
2,73975,318,3,1,2,2247418809,1398161580235961719,4678629852388181813,2655040044,35511
3,578524,643,2,0,3,1351115980,14493561244639649613,8824289609733771127,3848427528,50278
4,360654,792,0,0,4,305134407,8215669456833474733,3775280798886018258,982582894,2491
5,757686,199,0,0,5,1816559000,14442861022800691820,12866472364164319555,4180708233,20650
6,277930,372,0,0,6,3128371465,3985079252946531142,14476112042254886897,1472743879,55963
7,877940,292,0,0,7,4026932716,13529007044937931220,17125540909764753519,551763366,47025
8,446009,779,3,0,8,3046372013,2511940734701875899,15115842697884883398,2221268749,50580
9,629744,536,0,0,9,1358331682,10270796303291126041,610870735886438742,3619588010,55734
10,209208,663,3,0,10,2470416251,4720529236896505611,14875789834876225000,3475641038,30961
11,759448,710,3,0,11,1842154192,16885233572462848904,1293708157374308420,4176001088,3929
12,348649,775,0,0,12,2021104088,15069498901063013145,1984329029214398355,2254109903,46532
13,710229,199,0,0,13,280734807,2282793956346392624,5879015347319017020,2169648102,52555
14,678129,817,2,1,14,1039573865,16210637870464822273,10784089906876421977,977666160,21657
15,243247,741,1,1,15,1209546491,11652946429267094311,12327695590961624853,1635615969,28121
16,649976,353,1,2,16,73542343,2944399785261749928,4650965565711079179,1372825750,28576
17,763058,82,2,0,17,3130767022,1400592448599182987,9290554811564215043,2862226764,45386
18,178763,179,3,0,18,1334176566,2705818271892426980,13042718411084591876,1584598314,62373
19,656728,931,0,0,19,3946629444,6025493420971222062,2822840574567518221,4292653153,16600
20,37158,992,2,0,20,2509863029,15485928043257899127,199701536313942169,2874625328,10424
21,854603,228,3,0,21,552771270,7108287264857351184,13461780945945091441,3221747983,53046
22,471549,239,2,0,22,789613306,2116686069026512374,9788574536006670890,3872940089,60568
23,665386,152,0,1,23,2794685503,17812658276048683536,7365487652698861430,4101906986,29539
24,304923,696,3,1,24,4216604858,13972591597794050721,5653615331524951012,1312919875,12503
